concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path,amount,unit,is_main,description,step_number,methods,tools,time_estimate
201000351,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,【常规方法】将煮好的燕麦捞出倒入牛奶中（尽量不要将煮燕麦的水也倒入牛奶，影响口感）,4.0,"捞,混合","漏勺,筷子",
201000352,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,【快速方法】将燕麦替换为快煮燕麦，将牛奶倒入装有快煮燕麦的容器中并搅拌,5.0,"混合,搅拌","容器,勺子",
201000353,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,【快速方法】将混合物放入微波炉中，中等火力微波4分钟,6.0,微波,微波炉,4分钟
201000354,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,【煎蛋方法】热锅，锅内放一层底油，油热后煎鸡蛋，每面煎20s，考虑调底味（3g椒盐，可选）,7.0,煎,"平底锅,锅铲",40秒
201000355,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,【煎蛋方法】关火，装盘,8.0,装盘,盘子,
201000356,Recipe,空气炸锅面包片,空气炸锅面包片 (Recipe),空气炸锅面包片,"[{'term': '空气deep-fried锅面包片', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '空气油炸锅面包片', 'language': 'zh', 'language_code': 'zh-CN'}]",早餐,1.0,,1分钟,5分钟,1份,"建议使用粗粮面包片,面包片需垂直放入空气炸锅",dishes\breakfast\空气炸锅面包片.md,,,,,,,,
201000357,Ingredient,面包片,面包片 (Ingredient),面包片,[],淀粉类,,,,,,,,2,片,True,,,,,
201000358,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,取出两片面包片（建议使用粗粮面包片）,1.0,取,,
201000359,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将面包片垂直放入空气炸锅,2.0,放,空气炸锅,
201000360,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,200°C 烘烤 5 分钟,3.0,烤,空气炸锅,5分钟
201000361,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,取出即可使用,4.0,取,,
201000362,Recipe,美式炒蛋,美式炒蛋 (Recipe),美式炒蛋,[],早餐,2.0,西餐,15分钟,5分钟,1人份,"可加入番茄丁、洋葱丁、培根丁、芝士丁等丰富口感（注意食材不要出水）,建议使用平底锅（不粘锅）,一人食建议使用口径较小的锅以便在锅中均匀搅拌",dishes\breakfast\美式炒蛋.md,,,,,,,,
201000363,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,3,个,True,,,,,
201000364,Ingredient,全脂牛奶/奶油,全脂牛奶/奶油 (Ingredient),全脂牛奶/奶油,[],其他,,,,,,,,10,克,False,,,,,
201000365,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,5,克,False,,,,,
201000366,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,克,False,,,,,
201000367,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鸡蛋打入大碗中，加盐搅打至起泡，静置 15 分钟,1.0,"搅拌,静置","碗,筷子",15分钟
201000368,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,黄油切小块入锅，倒入蛋液，开小火不断搅拌,2.0,"切,炒,搅拌","刀,平底锅,锅铲",
201000369,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,黄油一融化，就快速翻动蛋液，将其打碎成细密状，在蛋液大体凝固前关火,3.0,"炒,翻动","平底锅,锅铲",
201000370,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,加入牛奶搅拌 15 秒，至炒蛋湿润绵密，装盘,4.0,"搅拌,装盘",盘子,15秒
201000371,Recipe,茶叶蛋,茶叶蛋 (Recipe),茶叶蛋,[],早餐,3.0,,,30分钟,2-3人,"鸡蛋捞出过冷水是为了让鸡蛋和壳之间产生间隙,食盐可根据个人口味选择不加,没有八角、香叶、桂皮、茴香、冰糖等食材可以买现成的卤料包,中火煮15分钟之后，捞出料渣，鸡蛋再浸泡一会口感更佳",dishes\breakfast\茶叶蛋.md,,,,,,,,
201000372,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,400,g,True,,,,,
201000373,Ingredient,八角,八角 (Ingredient),八角,"[{'term': '大料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '茴香', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,4,g,False,,,,,
201000374,Ingredient,香叶,香叶 (Ingredient),香叶,[],调料,,,,,,,,0.5-1,g,False,,,,,
201000375,Ingredient,桂皮,桂皮 (Ingredient),桂皮,[],调料,,,,,,,,3,g,False,,,,,
201000376,Ingredient,茴香,茴香 (Ingredient),茴香,[],调料,,,,,,,,5,g,False,,,,,
201000377,Ingredient,冰糖,冰糖 (Ingredient),冰糖,"[{'term': '冰片糖', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '块糖', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,g,False,,,,,
201000378,Ingredient,红茶,红茶 (Ingredient),红茶,[],其他,,,,,,,,20,g,False,,,,,
201000379,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,15,g,False,,,,,
201000380,Ingredient,老抽,老抽 (Ingredient),老抽,"[{'term': '深色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,25,g,False,,,,,
201000381,Ingredient,食盐,食盐 (Ingredient),食盐,[],调料,,,,,,,,3,g,False,,,,,
201000382,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,用冷水将鸡蛋煮熟，大火大约 8 分钟（根据自家厨具决定）,1.0,煮,锅,8分钟
201000383,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,鸡蛋捞出，过冷水,2.0,泡,盆,
201000384,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将鸡蛋互相碰撞，使每个鸡蛋产生裂缝,3.0,敲,,
201000385,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将鸡蛋下锅，放入八角，香叶，桂皮，茴香，冰糖，红茶，生抽，老抽，食盐,4.0,煮,锅,
201000386,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,加水直至没过鸡蛋,5.0,,锅,
201000387,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,大火煮开之后，转中小火煮 15 分钟,6.0,煮,锅,15分钟
201000388,Recipe,蒸水蛋,蒸水蛋 (Recipe),蒸水蛋,"[{'term': 'steamed水蛋', 'language': 'en', 'language_code': 'en-US'}, {'term': '清蒸水蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",早餐,2.0,,5分钟,10分钟,1-2人份,"撇去气泡,过筛口感更佳,出锅稍晾,加蒸鱼豉油,加葱花香油",dishes\breakfast\蒸水蛋.md,,,,,,,,
201000389,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,2,只,True,,,,,
201000390,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,2,g,False,,,,,
201000391,Ingredient,热水,热水 (Ingredient),热水,[],其他,,,,,,,,260,ml,False,,,,,
201000392,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,鸡蛋打入碗中，打散,1.0,搅拌,"碗,筷子",
201000393,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,取其他容器，倒入 1.5 倍（半个蛋壳为 0.5 倍水）于蛋液的温水（温度 20~30），将盐倒入水中化开,2.0,"溶解,搅拌",容器,
201000394,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将盐水倒入鸡蛋液中，顺时针或逆时针单方向搅拌均匀，气泡之类的可以用舀出丢弃，过筛则口感更加。,3.0,"搅拌,过筛","碗,筷子,滤网",
201000395,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,使用锡纸包裹盛蛋液的碗（或用盘子盖住），置入提前带盖并加入大约 3cm 深度水的锅中,4.0,包裹,"锡纸,碗,盘子,蒸锅",
201000396,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,中火烧至水开，转最小的火继续蒸 4 分钟,5.0,蒸,蒸锅,4分钟
201000397,Recipe,蒸花卷,蒸花卷 (Recipe),蒸花卷,"[{'term': '清蒸花卷', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'steamed花卷', 'language': 'en', 'language_code': 'en-US'}]",早餐,2.0,,5分钟,15-20分钟,1-2人,"注意水量不低于50ml,防止干烧",dishes\breakfast\蒸花卷.md,,,,,,,,
201000398,Ingredient,冷冻花卷,冷冻花卷 (Ingredient),冷冻花卷,[],淀粉类,,,,,,,,5,个,True,,,,,
201000399,Ingredient,水,水 (Ingredient),水,[],其他,,,,,,,,400,ml,False,,,,,
201000400,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,从花卷的包装袋中取出 5 个花卷,1.0,,,
201000401,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,把花卷平铺在碟子上，尽量不用重叠,2.0,,圆碟子,
201000402,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,往锅里倒入 400ml 水，把蒸架放里面，把装花卷的碟子放在蒸架上，盖上锅盖。,3.0,,"锅,蒸架,圆碟子,锅盖",
201000403,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,开大火加热，直至水沸腾。,4.0,蒸,锅,至水沸腾
201000404,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,转中火加热 15 分钟,5.0,蒸,锅,15分钟
201000405,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,开盖用手感受花卷的表面温度，如果不够热，就继续盖上盖子加热，否则就可以关火出锅。,6.0,,锅,
201000406,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,碟子取出放凉至 50 度即可食用,7.0,,圆碟子,
201000407,Recipe,蛋煎糍粑,蛋煎糍粑 (Recipe),蛋煎糍粑,"[{'term': '蛋pan-fried糍粑', 'language': 'en', 'language_code': 'en-US'}]","早餐,主食",2.0,,5分钟,5分钟,1人份,"糍粑间隔防粘,鸡蛋量随糍粑调整,糖量依个人喜好",dishes\breakfast\蛋煎糍粑.md,,,,,,,,
201000408,Ingredient,糍粑,糍粑 (Ingredient),糍粑,[],淀粉类,,,,,,,,2,块,True,,,,,
201000409,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,False,,,,,
201000410,Ingredient,红糖,红糖 (Ingredient),红糖,[],调料,,,,,,,,10,克,False,,,,,
201000411,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,10-15,毫升,False,,,,,
201000412,Ingredient,食用盐,食用盐 (Ingredient),食用盐,[],调料,,,,,,,,2,克,False,,,,,
201000413,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,把糍粑切成长方形小块，便于后面煎,1.0,切,"刀,案板",未提及
201000414,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,碗里打入一个鸡蛋并把鸡蛋搅碎，加入 2g 食用盐,2.0,"打,搅拌","碗,筷子",未提及
201000415,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将切好的小糍粑依次放入搅碎的鸡蛋里面，涂抹完糍粑双面为止,3.0,裹,"碗,筷子",未提及
201000416,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,锅里倒入植物油 10ml ，把涂抹好的糍粑小块放进去小火慢慢煎软,4.0,煎,"平底锅,锅铲",未提及
201000417,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,将剩下的鸡蛋液慢慢倒在糍粑表面,5.0,倒,平底锅,未提及
201000418,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,用筷子或者勺子为糍粑翻面，来回煎至金黄色后开吃,6.0,"煎,翻面","筷子,平底锅",未提及
201000419,Recipe,金枪鱼酱三明治,金枪鱼酱三明治 (Recipe),金枪鱼酱三明治,[],早餐,1.0,,5分钟,,,"建议用水浸金枪鱼罐头,金枪鱼酱可提前冷藏,冷藏不超过一周需盖保鲜膜,按压前勿接通电源",dishes\breakfast\金枪鱼酱三明治.md,,,,,,,,
201000420,Ingredient,水浸金枪鱼,水浸金枪鱼 (Ingredient),水浸金枪鱼,[],蛋白质,,,,,,,,65,g,True,,,,,
201000421,Ingredient,方形吐司片,方形吐司片 (Ingredient),方形吐司片,[],淀粉类,,,,,,,,2,片,True,,,,,
201000422,Ingredient,蛋黄酱,蛋黄酱 (Ingredient),蛋黄酱,[],调料,,,,,,,,50,mL,False,,,,,
201000423,Ingredient,俄式酸黄瓜汁,俄式酸黄瓜汁 (Ingredient),俄式酸黄瓜汁,[],调料,,,,,,,,10-15,mL,False,,,,,
201000424,Ingredient,芝士片,芝士片 (Ingredient),芝士片,[],其他,,,,,,,,适量,片,False,,,,,
201000425,Ingredient,火腿片,火腿片 (Ingredient),火腿片,[],蛋白质,,,,,,,,适量,片,False,,,,,
201000426,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,将金枪鱼、蛋黄酱、俄式酸黄瓜汁倒入碗中，用勺子搅拌，保证将金枪鱼块搅碎，酱整体呈糊状，并备用,1.0,搅拌,"碗,勺子",
201000427,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,将 1 片吐司放在轻食机上,2.0,放置,轻食机,
201000428,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将做好的金枪鱼酱涂抹到吐司上，建议 10-15ml,3.0,涂抹,勺子,
201000429,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,将另一片方形吐司片覆盖在上面，并按压轻食机，开机,4.0,烤,轻食机,
201000430,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,待轻食机自动停止加热，即可装盘使用,5.0,装盘,盘子,
201000431,Recipe,鸡蛋三明治,鸡蛋三明治 (Recipe),鸡蛋三明治,[],早餐,2.0,,5分钟,5分钟,1人份,"可加入芝士,可加入酸黄瓜",dishes\breakfast\鸡蛋三明治.md,,,,,,,,
201000432,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000433,Ingredient,吐司,吐司 (Ingredient),吐司,[],淀粉类,,,,,,,,2,片,True,,,,,
201000434,Ingredient,培根,培根 (Ingredient),培根,[],蛋白质,,,,,,,,2,片,True,,,,,
201000435,Ingredient,黄油,黄油 (Ingredient),黄油,[],其他,,,,,,,,10,g,False,,,,,
201000436,Ingredient,蛋黄酱,蛋黄酱 (Ingredient),蛋黄酱,[],调料,,,,,,,,20,g,False,,,,,
201000437,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,1,g,False,,,,,
201000438,Ingredient,黑胡椒,黑胡椒 (Ingredient),黑胡椒,[],调料,,,,,,,,2,g,False,,,,,
201000439,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,吐司切去四边，备用,1.0,切,"刀,案板",
201000440,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,鸡蛋煮熟，捣碎,2.0,"煮,捣","锅,碗",
201000441,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,混合鸡蛋、蛋黄酱、盐、黑胡椒,3.0,混合,"碗,筷子",
201000442,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,锅中加入黄油，煎熟培根,4.0,煎,"平底锅,锅铲",
201000443,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,组装吐司，在两片吐司间加入制作好的鸡蛋酱及培根,5.0,组装,刀,
201000444,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,四边形吐司切成三角形装盘,6.0,"切,装盘","刀,盘子",
201000445,Recipe,温泉蛋,温泉蛋 (Recipe),温泉蛋,[],早餐,3.0,日料,5分钟,28分钟,1人份,"使用带夹子的温度计,使用稍厚的锅方便控温,购买正规可生食鸡蛋,机械式温度计探头需没入水中至少6cm",dishes\breakfast\温泉蛋\温泉蛋.md,,,,,,,,
201000446,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,1,个,True,,,,,
201000447,Ingredient,昆布酱油,昆布酱油 (Ingredient),昆布酱油,[],调料,,,,,,,,适量,,False,,,,,
201000448,Ingredient,香葱,香葱 (Ingredient),香葱,[],蔬菜,,,,,,,,适量,,False,,,,,
201000449,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,在锅中盛装一定量自来水，确保水面没过约鸡蛋3cm，水中插入温度计,1.0,煮,"锅,温度计",
201000450,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,开火或打开电磁炉，逐渐调整电磁炉功率或火苗大小，使得水温保持在70摄氏度,2.0,煮,"锅,电磁炉,温度计",
201000451,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,将鸡蛋放入锅中。鸡蛋不可互相堆叠，应皆在底部，并留有空间可以晃动,3.0,煮,锅,
201000452,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,保持当前温度70摄氏度,4.0,"煮,焖","锅,温度计",25分钟
201000453,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,准备一杯冰水,5.0,准备,杯子,
201000454,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,捞出鸡蛋，并立刻放入冰水中,6.0,冷却,"锅,杯子",3分钟
201000455,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,将鸡蛋打入小碗，完成制作,7.0,装盘,碗,
201000456,Recipe,苏格兰蛋,苏格兰蛋 (Recipe),苏格兰蛋,[],早餐,3.0,,,20-30分钟,1份,食材可直接网购,dishes\breakfast\苏格兰蛋\苏格兰蛋.md,,,,,,,,
201000457,Ingredient,鸡蛋,鸡蛋 (Ingredient),鸡蛋,"[{'term': '鸡子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '土鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",蛋白质,,,,,,,,50,g,True,,,,,
201000458,Ingredient,手抓饼,手抓饼 (Ingredient),手抓饼,[],淀粉类,,,,,,,,1-2,份,True,,,,,
201000459,Ingredient,芝士片,芝士片 (Ingredient),芝士片,[],蛋白质,,,,,,,,1-2,片,False,,,,,
201000460,Ingredient,培根片,培根片 (Ingredient),培根片,[],蛋白质,,,,,,,,1-2,片,True,,,,,
201000461,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,用冷水下锅水开 3 分钟后捞出,1.0,煮,锅,3分钟
201000462,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,鸡蛋捞出，放入冰水中剥壳更快速也更完整,2.0,剥壳,盆,
201000463,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,用芝士片包裹鸡蛋,3.0,包,,
201000464,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,培根片包裹鸡蛋,4.0,包,,
201000465,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,手抓饼两端切除以矩形包裹鸡蛋,5.0,"切,包","刀,案板",
201000466,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,油温 6 成下锅（油面波动，有青烟，筷子插入油中周围泛起气泡即是 6 成温度） 炸制金黄即可,6.0,炸,"油锅,筷子",炸至金黄
201000467,CookingStep,步骤7,步骤7 (Cooking Step),步骤7,,,,,,,,,,,,,空气炸锅 160 度 15 分钟,7.0,"烤,炸",空气炸锅,15分钟
201000468,CookingStep,步骤8,步骤8 (Cooking Step),步骤8,,,,,,,,,,,,,切开即可食用,8.0,切,刀,
201000469,Recipe,油酥,油酥 (Recipe),油酥,[],调料,2.0,,,,按烙饼张数计算,,dishes\condiment\油酥.md,,,,,,,,
201000470,Ingredient,面粉,面粉 (Ingredient),面粉,[],淀粉类,,,,,,,,要烙饼的张数 / 0.13,g,True,,,,,
201000471,Ingredient,油,油 (Ingredient),油,[],其他,,,,,,,,要烙饼的张数 * 10,ml,False,,,,,
201000472,Ingredient,盐,盐 (Ingredient),盐,[],调料,,,,,,,,要烙饼的张数 / 2,g,False,,,,,
201000473,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,面粉盛小碗里，加入盐,1.0,混合,碗,
201000474,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,加入 200 度的热油,2.0,烫,碗,
201000475,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,用筷子将其搅拌成无固状物体的糊状,3.0,搅拌,筷子,
201000476,Recipe,炸串酱料,炸串酱料 (Recipe),炸串酱料,"[{'term': '油炸串酱料', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'deep-fried串酱料', 'language': 'en', 'language_code': 'en-US'}]",调料,2.0,,10分钟,,,"调味可按喜好添加,必须分次倒入热油并搅拌,原料可按比例缩减",dishes\condiment\炸串酱料.md,,,,,,,,
201000477,Ingredient,干辣椒面,干辣椒面 (Ingredient),干辣椒面,[],调料,,,,,,,,60,克,False,,,,,
201000478,Ingredient,孜然粉,孜然粉 (Ingredient),孜然粉,[],调料,,,,,,,,20,克,False,,,,,
201000479,Ingredient,胡椒粉,胡椒粉 (Ingredient),胡椒粉,[],调料,,,,,,,,10,克,False,,,,,
201000480,Ingredient,五香粉,五香粉 (Ingredient),五香粉,[],调料,,,,,,,,15,克,False,,,,,
201000481,Ingredient,食盐,食盐 (Ingredient),食盐,[],调料,,,,,,,,20,克,False,,,,,
201000482,Ingredient,花椒粉,花椒粉 (Ingredient),花椒粉,[],调料,,,,,,,,15,克,False,,,,,
201000483,Ingredient,鸡精,鸡精 (Ingredient),鸡精,[],调料,,,,,,,,8,克,False,,,,,
201000484,Ingredient,十三香,十三香 (Ingredient),十三香,[],调料,,,,,,,,5,克,False,,,,,
201000485,Ingredient,麻辣鲜,麻辣鲜 (Ingredient),麻辣鲜,[],调料,,,,,,,,5,克,False,,,,,
201000486,Ingredient,白芝麻,白芝麻 (Ingredient),白芝麻,[],调料,,,,,,,,30,克,False,,,,,
201000487,Ingredient,食用油,食用油 (Ingredient),食用油,[],调料,,,,,,,,适量,,False,,,,,
201000488,Ingredient,香油,香油 (Ingredient),香油,[],调料,,,,,,,,10,毫升,False,,,,,
201000489,Ingredient,生抽,生抽 (Ingredient),生抽,"[{'term': '淡色酱油', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲜味酱油', 'language': 'zh', 'language_code': 'zh-CN'}]",调料,,,,,,,,10,毫升,False,,,,,
201000490,Ingredient,花椒油,花椒油 (Ingredient),花椒油,[],调料,,,,,,,,10,毫升,False,,,,,
201000491,Ingredient,蚝油,蚝油 (Ingredient),蚝油,[],调料,,,,,,,,10,毫升,False,,,,,
201000492,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,所有原料在容器内混合，搅拌均匀。,1.0,"混合,搅拌","容器,筷子",
201000493,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,锅里烧热油，油的用量以在容器内没过所有原材料为佳。,2.0,"加热,烧",锅,
201000494,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,分三次淋入热油，每次 1/3，同时搅拌。,3.0,"淋,搅拌","锅,容器,筷子",
201000495,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,最后放入香油 10ml，生抽 10ml，花椒油 10ml，蚝油 10ml。,4.0,"加入,混合",容器,
201000496,Recipe,简易版炒糖色,简易版炒糖色 (Recipe),简易版炒糖色,[],调料,4.0,,,,,"炒糖色过程火不要太大，火候过了发苦，不够发甜,冰糖炒出来的糖色色泽最为鲜艳红亮，必须水油炒,白砂糖必须水油炒，绵白糖可以不加水,冰糖结块需提前敲碎,糖色完成后需快速进行下一步操作以免发苦",dishes\condiment\简易版炒糖色.md,,,,,,,,
201000497,Ingredient,油,油 (Ingredient),油,[],调料,,,,,,,,100,ml,False,,,,,
201000498,Ingredient,开水,开水 (Ingredient),开水,[],其他,,,,,,,,500,ml,False,,,,,
201000499,Ingredient,糖（冰糖）,糖（冰糖） (Ingredient),糖（冰糖）,[],调料,,,,,,,,适量,,True,,,,,
201000500,CookingStep,步骤1,步骤1 (Cooking Step),步骤1,,,,,,,,,,,,,开火，并向锅中倒入100ml开水。,1.0,煮,炒锅,
201000501,CookingStep,步骤2,步骤2 (Cooking Step),步骤2,,,,,,,,,,,,,再向锅中倒入100ml油，与第一步间隔越短越好，此时锅为大火中火都可以，着急的话可以大火。,2.0,炒,炒锅,
201000502,CookingStep,步骤3,步骤3 (Cooking Step),步骤3,,,,,,,,,,,,,放入冰糖（如果冰糖过于耦合，可以提前敲碎，做到耦合度越低越好）。,3.0,炒,炒锅,
201000503,CookingStep,步骤4,步骤4 (Cooking Step),步骤4,,,,,,,,,,,,,调整火力为中火，开始一直搅拌。,4.0,"炒,搅拌","炒锅,锅铲",
201000504,CookingStep,步骤5,步骤5 (Cooking Step),步骤5,,,,,,,,,,,,,搅拌至变成棕褐色时转为小火，继续搅拌至变稀、变红茶色、再变成酱红色后起小泡泡。小泡泡逐渐消失后出现大泡泡，大泡泡出现时糖色完成。,5.0,"炒,搅拌","炒锅,锅铲",
201000505,CookingStep,步骤6,步骤6 (Cooking Step),步骤6,,,,,,,,,,,,,快速进行下一步操作：操作1直接加400ml开水降温；或操作2加入葱姜蒜花椒等调味品进行翻炒。,6.0,"炒,煮",炒锅,
